code,description,type,lat,lon
BERWICK,BERWICK (SUSSEX),station,50.84071459608469,0.16523784344855524
WEED200,WEEDON SIG KR1200,junction,52.185930258784026,-0.949503858519655
GRGMASJ,GEORGEMAS JUNCTION,station,58.51345353990116,-3.4520102014752303
BISLND,BURNTISLAND,station,56.057335051504204,-3.2337197499377335
HONITNS,HONITON <BUS>,station,,
HARLSDN,HARLESDEN,station,51.53640006925477,-0.257994901015264
SDFRTUR,SUDFORTH LANE UP RS,junction,53.70348066074765,-1.195215727283256
NEASCSG,NEASDEN CHARRINGTON SDGS,junction,51.552137115979995,-0.25077313117824623
SELMSAL,SOUTH ELMSALL,station,53.59488074478054,-1.285624216812708
SBYD048,STALYBRIDGE SIG SE7048,junction,53.48420849820567,-2.0640671015745133
OXFDX26,OXFORD SIG26,junction,51.76144949604179,-1.2727347465204502
KRKYLEJ,KIRKBY LANE END JN,junction,53.09848085267888,-1.2547722775122752
HEYMST,HEYSHAM PORT,station,54.03353826760628,-2.911855724971577
MULHING,MULHOUSE ILE NAPOLEAN GAR,junction,,
CNDAXO,CANADA WATER CROSSOVER,junction,,
HRDQGBF,HARDENDALE QUARRY GBRf,junction,54.512325328286465,-2.668574750107167
IVRKTNC,INVERKEITHING NORTH CURVE,junction,56.04028261387844,-3.396228835241397
EARLSWS,EARLSWOOD SDGS,junction,,
EARLSWD,EARLSWOOD (SURREY),station,51.227381185831874,-0.17086386461655087
STCN,STRATHCARRON,station,57.42271414556598,-5.4286274465151445
DITTON,DITTON EAST JUNCTION,junction,53.35626970984067,-2.7671858201519832
GANNOWJ,GANNOW JN,junction,53.78880664743759,-2.2674684868926276
CLMN,CHILHAM,station,51.244431729964425,0.9761421071313918
LCHT259,LICHFIELD TV SIG LS4259,junction,52.687794238599345,-1.8019556803614403
QUENBRO,QUEENBOROUGH,station,51.41605598584273,0.7497345241400808
STCR,STONE CROSSING,station,51.45141912230986,0.2632718768168632
WSTBDRC,WESTBURY DOWN RECP,junction,51.26040685075086,-2.2168665240585037
BOOTLE,BOOTLE (CUMBRIA),station,54.29088795587564,-3.393770844184349
GRNQNNJ,GARNQUEEN NORTH JN,junction,55.89299460707294,-4.041279165179989
MNCRMSM,MONSALL METROLINK,station,,
SWNLMD,SWANAGE LMD (GBRf),junction,51.39340382721561,0.1783830841535104
OXTE301,OXTED SIGNAL 301,junction,51.255385058592516,-0.0025350471768083266
CALVTDC,CALVERT WASTE TERMINAL D&C,junction,51.91466564265238,-0.998255212816359
DUNANE,DUNBLANE,station,56.185573138634126,-3.9655503870698103
EMPKWAY,EAST MIDLANDS PARKWAY,station,52.86621431973884,-1.2636740327391114
TADWTH,TADWORTH,station,51.291754025582264,-0.23606052196175314
GLGCN6L,OUT OF USE,junction,55.85289219670333,-4.25988139768594
ULCEBY,ULCEBY,station,53.61918981749353,-0.3008120106591433
CREWUML,CREWE UP MANCHESTER LOOP,junction,53.093305085773274,-2.4339764294781023
TAUNGDS,TAUNTON GDS RECP,junction,51.024758368154515,-3.1234087697122606
IRONACT,IRON ACTON,junction,51.54740307020647,-2.468595972974464
HBDN7,HEBDEN BRIDGE SIG HB7,junction,53.72061402687231,-1.9466512081157394
BLFSTPT,BELFAST PORT,station,,
DUXFORD,DUXFORD,junction,52.0892881525481,0.1695666756839633
LANARK,LANARK,station,55.673590059701134,-3.7731622278472843
CHORBUK,BUCKSHAW PARKWAY,station,53.67321894364419,-2.6614788663386166
NRCHVIC,NORWICH VICTORIA,junction,52.61433368877516,1.311704443554886
GARTH,GARTH (POWYS),station,52.13326594422006,-3.5302587856377388
HYDBFST,FOURSTONES,junction,54.998669980591714,-2.1579750484095523
BEATDNS,BEATTOCK DOWN SDGS,junction,55.30793693857614,-3.456495123790038
WDST,WOOD STREET,station,51.58676158489887,-0.0020653483691688203
LANDUDJ,LLANDUDNO JUNCTION,station,53.283996319061124,-3.809674119468272
HWYC641,HIGH WYCOMBE SIGNAL ME641,junction,51.62767538855577,-0.7392934932270074
BRBDNRG,BARNBY DUN ROCKWARE GLASS,junction,53.557997108943994,-1.0856475080816554
CHINCS5,CHINGFORD COUNTRY END SDGS,junction,51.63275495040923,0.009203303955756815
CHINCS4,CHINGFORD LONDON END SDGS,junction,51.63050369666583,0.007283185712792932
NTRD,NORTH ROAD (DARLINGTON),station,54.53564936560631,-1.5538165761534304
LADYBNK,LADYBANK,station,56.27412873453542,-3.1215424739418647
TRFDEUG,TRAFFORD PK EURO TML GBRF,junction,53.45760875714708,-2.3045370935411884
AUCHTDR,AUCHTERARDER SB,junction,56.28995487779502,-3.691441311394051
BCKLWCS,BUCKLEY WELLS CS(E.L.RLY),junction,,
SHTLUP,SHETTLESTON UP,junction,55.85349251125283,-4.14607708293998
ASHIMSB,ASHTON IN M STOP BOARD,junction,53.49082730613374,-2.60333661113457
WTNTNOD,WHITTINGTON OIL DEPOT,junction,52.858425680309104,-2.988763053964742
THTH,THORNTON HEATH,station,51.39930189286832,-0.1011610800702647
SRNASCC,ST CLEARS CROSSING,junction,51.828134299096696,-4.493218194399627
SWCH,SANDWICH,station,51.2699753098201,1.342186269313991
CARLDRS,CARLISLE NO1 D R SDG,junction,54.89065906270258,-2.9332229880544562
SHTLTNL,SHETTLESTON LOOP,junction,55.85334996778824,-4.146005314358389
RYDSEMU,RYDE ST JOHNS ROAD E.M.U.D,junction,50.72387921717891,-1.1566317363765728
PDSTWBT,PADSTOW (BUS),station,,
MDLSAYR,MIDDLESBRO' DAWSON AYRTON,junction,54.584598740244125,-1.2438208687450851
WLMSDRS,WILMSLOW DOWN REV SDG,junction,53.32458065471279,-2.22637504369566
SBRMNDS,SOUTH BERMONDSEY,station,51.48764008245741,-0.05419459900549285
ECLFECH,ECCLEFECHAN,junction,55.066787958482045,-3.278423738777455
LIMERIC,LIMERICK <CIE>,station,,
HMSHBRF,HAMS HALL GBRF,junction,52.517018211134115,-1.7005699221635648
LDRY,LONDONDERRY <NIR>,station,,
MNTLLAS,MANTLE LANE T.C.,junction,52.730160072260844,-1.3757577263286898
CFFT,CROFTFOOT,station,55.81825491285224,-4.228340536042898
RPLL623,RIPPLE LANE SIGNAL 623,junction,51.537717382336574,0.09123283743123664
SCNTANS,SCUNTHORPE ANCHOR SIDINGS,junction,,
NARBRO,NARBOROUGH,station,52.571280298676115,-1.2030216786840748
SEVNS14,SEVEN SISTERS SIG. L1327,junction,,
WLSDGBR,WILLESDEN PRDC (GBRF),junction,51.540147372748706,-0.26754227352014814
HTHRPAD,HITHER GREEN P.A.D.,junction,51.447774553239256,0.0035186736856116147
WALSALL,WALSALL,station,52.58424392505926,-1.985109172660222
TUXFDWJ,TUXFORD CROSSOVERS,junction,53.23023997295597,-0.8797506939496352
BOURNVL,BOURNVILLE,station,52.42747406130044,-1.926702413285826
HLSTCUL,CULDROSE (R.N.A.S.),junction,,
HWYCENG,HIGH WYCOMBE ENGINEERS SDG,junction,51.62767538855577,-0.7392934932270074
CMTRYNH,CEMETERY NORTH JN.,junction,54.7103435583324,-1.2224395191118687
HITCHDY,HITCHIN DOWN YARD,junction,51.955802193939064,-0.26678890063461114
DMBRTNE,DUMBARTON EAST,station,55.942621660676856,-4.554209448698357
DMBRTNC,DUMBARTON CENTRAL,station,55.94651132547053,-4.567711956179945
CLITCC,CLITHEROE CASTLE CEMENT,junction,53.886976643128136,-2.3822009813649396
MILFDY,MILFORD JN.,junction,53.76482822853215,-1.2396451579475498
CLYGATE,CLAYGATE,station,51.36216814072424,-0.3484432212844108
KDRMCHS,KIDDERMINSTER C.H.S.,junction,52.38276220108837,-2.2391960424206814
DMBRTNL,DUMBARTON GOODS LOOP,junction,55.94639163914328,-4.567848186206555
AIGBURT,AIGBURTH,station,53.36446020189214,-2.9265365182464134
THRNTSJ,THORNTON SOUTH JN,junction,56.16224348085585,-3.1435272222126467
ABTH433,ABERTHAW SIG CF3433,junction,51.41452443543514,-3.494081225306117
JERSFHH,JERSEY MARINE (FLHH),junction,51.65038761814047,-3.8398166721276312
FULW415,FULWELL SIGNAL F415,junction,,
FIFOTFL,FIFOOTS PNT PWR STN FLINER,junction,51.559933238356564,-2.960715671547599
CARDFDW,CARDIFF DOCKS DOWLIAS WHRF,junction,51.45717977218327,-3.1500148180495775
FULW411,FULWELL SIGNAL F411,junction,51.43474301086959,-0.3456690326884136
CLDHMLJ,COLDHAM LANE JN,junction,52.20634646597735,0.1464762526700541
IPSWHJN,IPSWICH HALIFAX JUNCTION,junction,52.03925226595613,1.150017154124138
OKLGHPK,OAKLEIGH PARK,station,51.63769504170355,-0.16626644644900487
SWNLYCS,SWANLEY C.H.S.,junction,51.39305632146347,0.16754233410441075
INHTUE,INCHTURE LEVEL CROSSING,junction,56.42475107279257,-3.1586256832352033
EXETRNY,EXETER NEW YARD,junction,50.73343699029355,-3.5439614886748214
SPRBDGL,SPRINGS BRANCH DN GDS LOOP,junction,53.52615207722968,-2.6157103345915673
RTFD156,RETFORD SIG. D156,junction,53.31782806004974,-0.9516311692351225
AVONMCM,AVONMTH CHITTENING ESTATE,junction,51.529059893546105,-2.6767689918234328
RTFD158,RETFORD SIG. D158,junction,53.32624426516206,-0.962190313846134
SOTDBH,SOTON DKS BERKELEY HANDLNG,junction,50.90345732199829,-1.4251084611873428
PLVNSQU,PORTHLEVEN SQUARE,junction,,
LCHESDE,LOCHEILSIDE,station,56.855980656773895,-5.29039865882034
CAERGWL,CAERGWRLE,station,53.10790485819788,-3.0330930320566702
WLNDNJN,WEST LONDON JN,junction,51.47045215981533,-0.1575448391786644
WHTTON,WHITTON (MIDDX),station,51.449349887744354,-0.35676951592681644
LNGSTCS,LONGSIGHT CAR. M.D.,junction,53.463021992889736,-2.2018074395493525
TYCROES,TY CROES,station,53.22239536204612,-4.472925657447336
DALM893,DALMUIR SIGNAL YY893,junction,55.91337178686149,-4.4309478541913485
EPSMUS,EPSOM - UP SIDINGS,junction,51.332721401575846,-0.2738648380343833
ROTHCEN,ROTHERHAM CENTRAL,station,53.431688539474095,-1.361045057862986
BARRDUN,BARRY DOCKS DUNN BROS,junction,58.25884443626708,-3.941066575820828
PRKSTNY,PARKESTON S.S.,junction,51.941932466913954,1.2630315486857162
WEALJN,WEST EALING JUNCTION,junction,51.513295309739384,-0.32316740386900966
HAWARDN,HAWARDEN,station,53.1850791862807,-3.031969273923125
ELGHVQ,EASTLEIGH VIRTUAL QUARRY,junction,50.966248717425486,-1.349143721290151
TESTSCR,SCRUTON (TEST),junction,51.56768868777643,-1.7791381940191202
HAVRFDW,HAVERFORDWEST,station,51.80268492275364,-4.960163178520979
TRWSSBJ,TROWSE SWING BRIDGE,junction,52.618799836751286,1.3156917601983051
DTNG,DUNTON GREEN,station,51.296501782269445,0.17118161698611276
SHKSPCS,SHAKESPEARE CLIFF SDGS,junction,,
MDLSFHH,MIDDLESBROUGH (FHH),junction,54.581255177753164,-1.243758987014575
CMBRDRS,CUMBERNAULD D.R.S.,junction,55.943337626899954,-3.9769263680481397
EXMOJCW,EXMOUTH JN CE WORKS,junction,50.73376543831378,-3.5071848242581085
DRCHW,DORCHESTER WEST,station,50.710682136761896,-2.442510082797432
LEOMSB,LEOMINSTER SIGNAL BOX,junction,52.22566205184457,-2.7303700236679713
LLISHEN,LLANISHEN,station,51.5327283718335,-3.181790456037419
DRCHS,DORCHESTER SOUTH,station,50.70919066078009,-2.4373975318971026
CHLTNHS,CHELTENHAM HIGH STRET LOOP,junction,51.90316085817967,-2.0970891602247903
PEEBLES,PEEBLES,junction,,
CHPCMD,CHIPPING CAMPDEN,junction,,
SHAMPTN,SHIREHAMPTON,station,51.48425078758905,-2.679014297987525
LNLTUPL,LINLITHGOW U.P.L.,junction,55.9772408413214,-3.5903875795223072
HRGYWJN,HARRINGAY WEST JN,junction,51.57697441995175,-0.1054262341571243
PADTLUL,PADDINGTON BAKERLOO LUL,junction,51.51542503892719,-0.17546163840587636
LNGEDRY,DRAYCOTT,junction,52.895149444803145,-1.3301493847316173
WLBCFHH,WELBECK COLLIERY (FLHH),junction,53.227766653014434,-1.1305949971976628
FRTEVOT,FORTEVIOT L.C.,junction,56.34493316450005,-3.528673603689766
CHLTNHM,CHELTENHAM SPA,station,51.89679263473014,-2.1003016575166766
NDULWCH,NORTH DULWICH,station,51.45473671263092,-0.08757695569154196
DLTNRIM,RICHMOND (NTH YORKS),station,,
DREM821,DREM SIGNAL EF821,junction,56.00701113529119,-2.772839713021564
DREM822,DREM SIGNAL EF821,junction,56.00701113529119,-2.772839713021564
YOVILBS,YEOVIL BUS STATION,junction,,
ASLCKTN,ASLOCKTON,station,52.95151267222082,-0.8981580079104149
CLPM,CLAPHAM (NTH YORKS),station,54.105670090483024,-2.4108834584300673
GLOSS31,GLOUCESTER SIG. G31,junction,51.870490314784476,-2.24840474711388
GRET526,GRETNA JN SIGNAL CE526,junction,55.00169578709169,-3.0586177582053047
TRURBUS,TRURO BUS STATION,junction,,
WCROYTB,WEST CROYDON TURNBACK,junction,51.37893780780241,-0.10198958191231915
KKSNDAL,KIRK SANDALL,station,53.563371439845085,-1.0750081840072954
DALAMFD,DALLAM FREIGHT DEPOT,junction,53.39851273332869,-2.600029235482232
INVURYD,INVERURIE YARD,junction,57.287331449214115,-2.3749969978511136
LETNCMD,LEYTON C.M.D.,junction,51.56169000276488,-0.027561564707808076
ECROUS,EAST CROYDON UP SIDINGS,junction,51.37898355877664,-0.09207247364590138
KIDWELY,KIDWELLY,station,51.73442612475044,-4.317627071705045
WHYTLFS,WHYTELEAFE SOUTH,station,51.303540566201,-0.07708337911928066
MIKLTRF,MICKLE TRAFFORD,junction,53.21668538871128,-2.8320351899123164
WELSWBD,WESTBURY (SALOP) DOWN,junction,52.692529829048624,-2.9687932445751937
SCNTMES,SCUNTHORPE MILLS EXCH SDGS,junction,53.587056543541394,-0.6002822198299097
MOTHUGL,MOTHERWELL U.G.L,junction,55.784200326420496,-3.9751244618083725
EUST510,EUSTON SIG WM510,junction,51.53384415540708,-0.14296125654885358
WADHTLS,WADHURST TUNNEL SOUTH,junction,51.060527226353734,0.32082068864698404
EUST512,EUSTON SIG WM512,junction,51.53754108776161,-0.14700691618606365
MRSNTC,MARSDEN,station,,
ECCLUGL,ECCLES UP GOODS LOOP,junction,53.48563587622451,-2.3343959094384656
BRRYLNK,BARRY LINKS (FIFE),station,56.49330251543956,-2.7451686405638687
AMIENS,AMIENS,junction,,
IMNG213,IMMINGHAM SIGNAL 213,junction,,
HNDFRTH,HANDFORTH,station,53.346014607064745,-2.2139613623386993
AVONCT,AVONMOUTH CTR TERMAL EWS,junction,51.51533356487823,-2.700617807848463
SDFRFHH,SUDFORTH LANE (FLHH),junction,53.703433103911024,-1.1934897428929245
WTSLNJN,WEIGHTS LANE JUNCTION,junction,52.324586158624385,-1.9521672547814641
CATZXEL,PONTARDAWE (BUS),station,,
WRUISLP,WEST RUISLIP,station,51.56928175950873,-0.4365431016500796
WOODLEY,WOODLEY,station,53.42937791788638,-2.0927300231634933
ROUTESX,ROUTES L.C. NO.8,junction,52.027542648095164,1.229984315307033
TRDYRHW,TROED-Y-RHIW,station,51.71193492184434,-3.3462373043283398
FRDHAM,FORDHAM,junction,52.303385395170444,0.37032647599922547
HITC666,HITCHIN SIGNAL K666,junction,,
WELSBUT,BUTTINGTON,junction,52.67261442976664,-3.112401374808801
AMBERGJ,AMBERGATE JN,junction,53.05455993502863,-1.4839319138592304
GOSPLOK,GOSPEL OAK,station,51.5554866809568,-0.15135541124324325
GODSLFS,GODSTONE TIP,junction,51.22003084298378,-0.06989673219470816
RTHGLEN,RUTHERGLEN,station,55.831238219355015,-4.213609890653825
BELNGHM,BELLINGHAM,station,51.43352903714639,-0.019706917794410764
DALWHIN,DALWHINNIE,station,56.93509535071849,-4.246292605681362
BRSTEDC,BRISTOL EAST DEPOT R.C.E,junction,51.44817562963297,-2.552494180732213
SHEFVIC,SHEFFIELD VICTORIA,junction,53.38639935382786,-1.4544902195401737
VRGNWTR,VIRGINIA WATER,station,51.40119706513265,-0.5621064858654241
BRSTEDT,BRISTOL EAST DEPOT DGL,junction,51.44955151539575,-2.5581518406299004
REDHILL,REDHILL,station,51.240059962657874,-0.1656189634170868
PNYFDCS,PENYFFORDD CEMENT SDGS,junction,53.15236303998903,-3.0590432928560003
TRINGCE,TRING CE SDGS,junction,51.79973452443378,-0.6210922710313284
HRNSURS,HORNSEY UP REVERSING SDGS,junction,51.586075623369574,-0.11161564255744187
MLVRNWL,MALVERN WELLS,junction,52.094418258389425,-2.324208653939865
PLSNGTN,PLEASINGTON,station,53.73103938990876,-2.543791156653059
HMBLE,HAMBLE,station,50.87125409662464,-1.32883689246247
HARWICH,HARWICH TOWN,station,51.94405335756535,1.286355037492353
FLKS62,FOLKESTONE EAST SHNT SG 62,junction,,
MILFLOP,MILFORD LOOP,junction,53.77586147073639,-1.2361378459156254
WDBRNJN,WOODBURN JN,junction,53.38639546136411,-1.4343281204428395
SLATFCS,SLATEFORD CARRIAGE SIDINGS,junction,55.93049698630383,-3.2354314350417774
MRSHLAJ,MARSH LANE JN,junction,53.446816155252364,-2.995813258393875
BRDSMAT,BORDESLEY M.A.T.,junction,52.467664902821184,-1.8701405963576723
BRITFEE,BRITON FERRY EAST,junction,51.62284583152836,-3.8183611195954317
CATZNBG,NEWBRIDGE (IRELAND) <CIE>,station,,
WVRM300,WOLVERHAMPTON SIG WS1300,junction,52.59113021845476,-2.1225938295541087
OXWLCO,OXWELLMAINS CROSSOVER,junction,55.9811214276683,-2.4756020361385884
HTFDGBR,HOTHFIELD TARMAC GBRF,junction,51.18233140858769,0.8306327291699425
BONSDPL,BO'NESS D.P.L.,junction,55.97724096879678,-3.656544656377309
WISBCHE,WISBECH EAST,junction,52.65649524294553,0.15440276356171548
SCNTTJN,SCUNTHORPE TRENT JN,junction,53.59283271644735,-0.6294640848427717
PADT026,PADDINGTON SIG. SN26,junction,,
TLBYPRT,TILBURY I.R.F.T (DBC),junction,51.45248035807457,0.3643976835103141
MRSTNGR,MARSTON GREEN,station,52.46694383438255,-1.7552402479471605
TUNWTJN,WELLS TUNNEL JN.,junction,51.14003243390799,0.26850767989622654
RUGB649,RUGBY SIGNAL KR9649,junction,52.36508844169107,-1.2162234654235085
TONBDWG,TONBRIDGE WEST YARD GBRF,junction,51.192751061024346,0.25927412766041713
DMBR617,DUMBARTON SIG YD617,junction,,
SHILDGF,SHIELDMUIR SOUTH G.F.,junction,55.7773532570648,-3.957652673316747
PADT028,PADDINGTON SIG. SN28,junction,,
DUISBRG,DUISBURG HBF,junction,,
SSEACLE,SOUTHSEA HOVERPORT,station,,
KYLELCE,KYLE OF LOCHALSH C.E.,junction,57.28059539531022,-5.713912293642932
THHLJN,THORNHILL JN,junction,,
GFORDEJ,GREENFORD EAST JUNCTION,station,51.53924227769509,-0.33292794963202876
SNDOWN,SANDOWN,station,50.657094690010716,-1.1624257680998418
NSHMSEG,SEGHILL NORTH,junction,55.06899151637268,-1.544069357293026
BNHL,BARNHILL,station,55.877804333558096,-4.223438549597089
ESKDALE,ESKDALE (DALEGARTH),junction,,
CARDFRS,CARDIFF RODMILL ALLIED S&W,junction,51.47167760424716,-3.160673905061091
PNYPANT,PONT-Y-PANT,station,53.06523976944583,-3.862605854210404
REDF773,REDFORD JN SIG ET773,junction,56.16017035572327,-3.176763178443929
DRUMRY,DRUMRY,station,55.90464178107186,-4.385155343359153
STON505,STONE SIG S505,junction,52.90901553366852,-2.155920917262035
BRSTMD,BRISTOL HSS,junction,,
ABRDNS,ABERDEEN NORTH SIDING,junction,57.14699665218135,-2.103205573378918
TNTRDNT,TENTERDEN TOWN,junction,,
NEATAGB,NEATH ABBEY WHARF GBRF,junction,,
NEVLFPT,NEVILLE HILL DEPOT (EWS),junction,53.79189810554548,-1.505531958068306
BDENJT,BURNDEN JN,junction,53.56606016293763,-2.4184507194045617
CATZRDU,RATHDRUM <CIE>,station,,
MNCRPES,MANCHESTER PIC ENGINE SDG,junction,53.47492245240044,-2.2222034173959173
HAYMRCS,HAYMARKET C.S.,junction,55.94301398874278,-3.2309305414108467
SCNTAFS,SCUNTHORPE APPLEBY FROD,junction,53.597215701745796,-0.5996442201389975
RTHGOS,RUTHERGLEN OLD STN.,junction,,
LEITFPA,LEITH DOCKS F.P.A.,junction,55.979279467836356,-3.1557658924461114
YORKHAX,HAXBY,junction,54.016152301809626,-1.0649653299574207
BKBY,BROCKLESBY JN.,junction,53.60734858025043,-0.30827068174926603
HAYMRCJ,HAYMARKET CENTRAL JN,junction,55.94188559087388,-3.2341449337385426
SPKLFHH,SPEKELAND ROAD (FHH),junction,,
STRMFRY,STROMEFERRY,station,57.35223444877247,-5.550821959596685
SPH4459,SHEPHERDS WELL SIG EK4459,junction,51.19458506434614,1.2263491497539272
CATTHOP,HOPPERTON,junction,54.00011875379568,-1.3687141439876713
DERMUKF,DEREHAM U.K.F.,junction,,
BURTNOT,BURTON-ON-TRENT,station,52.8053570440319,-1.643012406869645
SYMNGTN,SYMINGTON G.F.,junction,55.5964044698276,-3.60474740120325
DONCWLS,DONCASTER WORKS LOCO SHOPS,junction,53.523919444484136,-1.1412121875596644
HRNEBLX,HERNE BAY LONDON END XOVER,junction,51.36442999045331,1.1176861835700693
ANNADRS,ANNAN DRS ISU,junction,54.98343950782051,-3.263333768639119
GLGCSD4,GLASGOW CENTRAL NO 4 SDG,junction,55.85457645393634,-4.259196275312204
CLPHMJN,CLAPHAM JUNCTION,station,51.46335775376598,-0.17252916993199643
GLGCSD1,GLASGOW CENTRAL N0.1 SDG,junction,55.85475659835177,-4.259174776911696
RAINH57,RAINHAM SIGNAL EK4157,junction,,
GLGCSD3,GLASGOW CENTRAL NO 3 SDG,junction,55.85437806053545,-4.259232692146288
BLAE4GF,BLAENAU FFESTINIOG NO3 GF,junction,52.99414809884409,-3.9360140848728613
LENZIE,LENZIE,station,55.92123665097356,-4.154382077061237
WEYB101,WEYBRIDGE SIGNAL 101,junction,,
PBROVFH,PETERBOROUGH VQ FHH,junction,52.594457202100216,-0.26268799014198024
WEYB102,WEYBRIDGE SIG.WK1102,junction,51.359270421191475,-0.46259113627391135
ESKMLS,ESKMEALS,junction,54.3347281477162,-3.4049124492667406
DLTNDS,DARLINGTON DOWN SIDINGS,junction,,
BRYN,BRYN,station,53.49959175266234,-2.647857656088646
FINSTCK,FINSTOCK,station,51.85271823384495,-1.469503409719256
MLTNS54,MELTON MOWBRAY SIGNAL MN54,junction,,
AMLY,AMBERLEY,station,50.896552524539885,-0.5420105303409747
LSTW4,LOSTWITHIEL SIGNAL 4,junction,50.410104119508716,-4.664961821815123
SLSBRYY,SALISBURY EAST YARD,junction,51.07278333368094,-1.7996262396835305
CROKSNL,CROOKSTON LOOP,junction,55.84218811634022,-4.3654980194645825
TINSPJN,TINSLEY PARK JN.,junction,53.40353070642175,-1.3927827272966335
WHIMPLE,WHIMPLE,station,50.7680510025695,-3.3537129541818373
CHNL168,CHINLEY SIGNAL CY168,junction,,
DIDCPSD,DIDCOT POWER STATION D&C,junction,51.616512324964745,-1.2602918191806207
CLCHREC,COLCHESTER RECEPTION LINE,junction,,
GBROTJ,GAINSBOROUGH TRENT JNS,junction,53.384859076182565,-0.781154526666936
DIDCPSG,DIDCOT PWR STN GBRF,junction,51.616512324964745,-1.2602918191806207
IVRNHBD,INVERNESS HARBOUR BRCH DRS,junction,57.481922270310484,-4.218013956151034
BGLNBBP,BAGLAN BAY BP CHEML EWS,junction,51.62130977190663,-3.8228935879427475
BUCFAST,BUCKFASTLEIGH,junction,50.482929649827916,-3.7684751167549577
MOSEPDS,MOSSEND PD STLG GBRF,junction,55.82891826249295,-4.000207181164943
HILSEA,HILSEA,station,50.82795263847481,-1.0589884311548416
DONCWL2,DONCASTER WORKS LOCO NO2,junction,53.523919444484136,-1.1412121875596644
TONBDWY,TONBRIDGE WEST YARD,junction,51.1917139159844,0.2552302895893994
HUYTJUN,HUYTON,station,53.40953689509966,-2.8432266210760164
MSHBRKX,MARSH BROOK LEVEL CROSSING,junction,52.50368675513689,-2.8235862218344545
REDCBSC,BRITISH STEEL REDCAR,station,54.609769792403654,-1.1124779794152113
BNTEY,BENTLEY (HANTS),station,51.18118096627297,-0.8685000704427632
BRIDYCW,GLASGOW BRIDGETON YARD C&W,junction,55.83438497715763,-4.214044253858753
USAN,USAN,junction,56.6904931708568,-2.461901364462957
PTFTTSF,PONTEFRACT TANSHELF,station,53.69404475727923,-1.3187343686154924
GRSTNSS,GARSTON(SPEKE) T.C.,junction,53.35318463624157,-2.8843454322877027
STRAHAU,STRASBOURG HAUSBERGEN,junction,,
WHTCHRH,WHITCHURCH (HANTS),station,51.237560691030176,-1.3377897162471366
TINSLNJ,TINSLEY NORTH JN,junction,,
NTNGPCS,EASTCROFT DOWN SIDINGS,junction,52.94747634151739,-1.1350629018902683
SFLTJN,SOUTHFLEET JUNCTION,junction,,
TAYNUCE,TAYNUILT C.E.,junction,56.43069319993282,-5.240508810534853
CRAIGCO,CRAIGO_CROSSOVER,junction,56.77055659388846,-2.5123757803762397
KKBY,KIRKBY (LIVERPOOL),station,53.486544554985095,-2.9021736052251197
DANZEY,DANZEY,station,52.324810943037896,-1.8208624907589992
CHLMBPK,CHELMSFORD BEAULIEU PARK,junction,51.73704240156549,0.46527727821036147
OXTEDBY,OXTED BAY,station,51.25727890229719,-0.0039004941514886064
CRMRSWJ,CARMUIRS WEST JN,junction,56.00471255105038,-3.837813000708813
EDGHSB,EDGE HILL S.B.,junction,53.403190412874565,-2.938433490760265
STPAMSC,ST PANCRAS MAINT SDG CXN,junction,51.53815036878569,-0.1293033586264941
WSHWHPK,WASHWOOD HEATH HEARTLANDS,junction,52.50353522267313,-1.8409542222465074
TWEDMSB,TWEEDMOUTH S.B.,junction,55.76157737164273,-2.0120692130893163
CADDER,CADDER YARD DRS,junction,55.91475569939199,-4.181498765085484
BLSHL,BELLSHILL,station,55.8170501560538,-4.02468994748705
WKFLPSD,WKFLD PRISON SDGS,junction,53.68423630068461,-1.507277856837358
MLRHY,MILLERHILL S.S.,junction,55.9282593677348,-3.086769567757144
MLRHD,MILLERHILL L.I.P.,junction,55.92679350824315,-3.084872036865873
HEWISH,HEWISH,junction,50.871235412872764,-2.8250722373888464
RYHPGRN,RYHOPE GRANGE JN.,junction,54.88110928710066,-1.3594820876145457
ABRDFUS,ABERDEEN FERRYHILL UP SDGS,junction,57.138018527753864,-2.0970838269822956
DNSDLP,DEANSIDE LOOP,junction,55.8583377242995,-4.351506436298068
BLTCFJN,BLETCHLEY FLYOVER JN,junction,51.992878919084845,-0.7355593587266591
MLPT,PARC SLIP - CELTIC ENERGY,junction,51.53874658614872,-3.6609153783064596
BODMNMF,BODMIN (BUS),station,,
CARLLHS,CARLISLE STN L.H.S.,junction,54.89127771409225,-2.934578102459788
WATR030,LONDON WATERLOO SIG W1030,junction,51.496583203640206,-0.11502858727405434
BRKN577,BIRKENHEAD NORTH SIGNL 577,junction,53.408803229294925,-3.0684578843348658
BRKN574,BIRKENHEAD NORTH SIGNL 574,junction,53.408803229294925,-3.0684578843348658
TADWBUS,TADWORTH (THE AVENUE),station,,
CAWBRNJ,CAWBURN JN,junction,55.91999893884323,-3.4854019236300995
BRKN570,BIRKENHEAD NORTH SIGNL 570,junction,53.40456618448492,-3.057716918094791
STRT921,STOURTON SIGNAL S921,junction,,
GNHL360,GREENHILL JN SIG GJ 360,junction,55.99604418476571,-3.8549757519027517
DONNRFT,DONNINGTON RFT,junction,52.69976832444016,-2.493485080340984
SOTNHVP,SOUTHAMPTON HOVERPORT,junction,50.90632777571731,-1.4182179759611995
KINSVSQ,KINGS SUTTON VILLAGE SQ,station,,
CANVLR,CANVEY LINK ROAD & DINANT,station,,
